talent_id,role_id,order
nm0298858,5,1
nm0298858,6,2
nm0298858,3,3
nm0298902,20,1
nm0299039,2,1
nm0299140,1,1
nm0299140,4,2
nm0299140,9,3
nm0299173,7,1
nm0299173,22,2
nm0299173,21,3
nm0299187,13,1
nm0299187,19,2
nm0299192,2,1
nm0299210,2,1
nm0299228,2,1
nm0299228,1,2
nm0299265,5,1
nm0299265,3,2
nm0299319,2,1
nm0299319,5,2
nm0299319,6,3
nm0299322,4,1
nm0299322,6,2
nm0299328,2,1
nm0299328,1,2
nm0299328,6,3
nm0299448,9,1
nm0299448,1,2
nm0299448,2,3
nm0299611,1,1
nm0299611,6,2
nm0299611,4,3
nm0299661,4,1
nm0299661,1,2
nm0299929,4,1
nm0299929,1,2
nm0300046,4,1
nm0300139,2,1
nm0300139,7,2
nm0300139,5,3
nm0300202,2,1
nm0300282,4,1
nm0300282,5,2
nm0300297,4,1
nm0300336,4,1
nm0300416,6,1
nm0300416,5,2
nm0300416,2,3
nm0300587,6,1
nm0300587,2,2
nm0300606,2,1
nm0300606,6,2
nm0300655,14,1
nm0300655,12,2
nm0300712,2,1
nm0300712,6,2
nm0300712,5,3
nm0300725,2,1
nm0300799,7,1
nm0300799,19,2
nm0300799,4,3
nm0300881,14,1
nm0300902,2,1
nm0300902,5,2
nm0300939,4,1
nm0300939,7,2
nm0300939,6,3
nm0301122,2,1
nm0301269,4,1
nm0301318,6,1
nm0301441,6,1
nm0301441,5,2
nm0301441,1,3
nm0301556,2,1
nm0301556,6,2
nm0301652,9,1
nm0301719,6,1
nm0301719,3,2
nm0301719,2,3
nm0301774,6,1
nm0301834,2,1
nm0301959,2,1
nm0301959,5,2
nm0301959,1,3
nm0302029,2,1
nm0302172,4,1
nm0302183,2,1
nm0302320,4,1
nm0302331,2,1
nm0302331,3,2
nm0302338,2,1
nm0302355,2,1
nm0302355,5,2
nm0302355,3,3
nm0302555,4,1
nm0302600,7,1
nm0302600,6,2
nm0302600,5,3
nm0302620,4,1
nm0302620,6,2
nm0303070,4,1
nm0303114,13,1
nm0303114,7,2
nm0303114,11,3
nm0303227,5,1
nm0303227,7,2
nm0303227,6,3
nm0303368,2,1
nm0303418,25,1
nm0303418,16,2
nm0303511,6,1
nm0303511,2,2
nm0303559,4,1
nm0303559,5,2
nm0303561,7,1
nm0303561,6,2
nm0303561,5,3
nm0303599,4,1
nm0303599,3,2
nm0303780,2,1
nm0303832,7,1
nm0303832,17,2
nm0303832,14,3
nm0303858,10,1
nm0303889,13,1
nm0303889,19,2
nm0303889,5,3
nm0303936,2,1
nm0304093,2,1
nm0304191,5,1
nm0304191,6,2
nm0304191,7,3
nm0304261,2,1
nm0304261,7,2
nm0304261,5,3
nm0304345,4,1
nm0304345,5,2
nm0304432,6,1
nm0304432,5,2
nm0304432,3,3
nm0304461,5,1
nm0304461,6,2
nm0304461,7,3
nm0304494,4,1
nm0304540,4,1
nm0304579,2,1
nm0304579,1,2
nm0304649,2,1
nm0304747,4,1
nm0304752,7,1
nm0304752,6,2
nm0304752,11,3
nm0304770,1,1
nm0304770,4,2
nm0304792,2,1
nm0304792,6,2
nm0304830,5,1
nm0304830,6,2
nm0304830,2,3
nm0304912,9,1
nm0304912,1,2
nm0304912,10,3
nm0304989,2,1
nm0305013,25,1
nm0305013,22,2
nm0305013,17,3
nm0305017,5,1
nm0305017,7,2
nm0305017,6,3
nm0305054,6,1
nm0305054,7,2
nm0305054,5,3
nm0305087,2,1
nm0305087,15,2
nm0305087,7,3
nm0305207,7,1
nm0305207,6,2
nm0305207,2,3
nm0305218,11,1
nm0305218,2,2
nm0305218,6,3
nm0305259,4,1
nm0305272,4,1
nm0305272,1,2
nm0305296,2,1
nm0305296,6,2
nm0305322,6,1
nm0305362,2,1
nm0305362,5,2
nm0305362,7,3
nm0305370,27,1
nm0305374,2,1
nm0305380,2,1
nm0305380,7,2
nm0305380,6,3
nm0305426,9,1
nm0305426,10,2
nm0305426,1,3
nm0305437,4,1
nm0305437,13,2
nm0305447,2,1
nm0305447,11,2
nm0305478,4,1
nm0305493,7,1
nm0305493,2,2
nm0305493,6,3
nm0305646,2,1
nm0305653,6,1
nm0305653,7,2
nm0305653,15,3
nm0305864,6,1
nm0305864,7,2
nm0305864,4,3
nm0306035,6,1
nm0306038,2,1
nm0306042,6,1
nm0306042,5,2
nm0306042,7,3
nm0306050,4,1
nm0306050,10,2
nm0306050,1,3
nm0306182,4,1
nm0306182,1,2
nm0306233,2,1
nm0306308,6,1
nm0306308,7,2
nm0306308,2,3
nm0306320,7,1
nm0306320,5,2
nm0306320,2,3
nm0306467,4,1
nm0306497,4,1
nm0306999,6,1
nm0306999,2,2
nm0306999,1,3
nm0307042,2,1
nm0307042,6,2
nm0307042,5,3
nm0307086,7,1
nm0307086,14,2
nm0307086,13,3
nm0307105,2,1
nm0307393,2,1
nm0307406,4,1
nm0307406,5,2
nm0307468,2,1
nm0307505,4,1
nm0307639,6,1
nm0307639,7,2
nm0307712,6,1
nm0307712,4,2
nm0307712,1,3
nm0308163,6,1
nm0308163,5,2
nm0308163,7,3
nm0308186,5,1
nm0308186,13,2
nm0308186,7,3
nm0308201,3,1
nm0308215,4,1
nm0308260,6,1
nm0308260,7,2
nm0308260,2,3
nm0308318,6,1
nm0308318,3,2
nm0308332,2,1
nm0308332,10,2
nm0308332,1,3
nm0308460,2,1
nm0308556,2,1
nm0308556,1,2
nm0308564,6,1
nm0308564,2,2
nm0308606,2,1
nm0308606,7,2
nm0308606,5,3
nm0308882,4,1
nm0308991,2,1
nm0308991,6,2
nm0308991,5,3
nm0309057,10,1
nm0309057,9,2
nm0309057,3,3
nm0309121,6,1
nm0309168,2,1
nm0309168,1,2
nm0309516,14,1
nm0309516,12,2
nm0309693,2,1
nm0309693,6,2
nm0309693,5,3
nm0309799,4,1
nm0309853,4,1
nm0310015,14,1
nm0310015,7,2
nm0310015,12,3
nm0310116,30,1
nm0310116,2,2
nm0310116,20,3
nm0310370,2,1
nm0310370,6,2
nm0310370,5,3
nm0310449,7,1
nm0310449,6,2
nm0310449,11,3
nm0310511,4,1
nm0310511,1,2
nm0310595,14,1
nm0310595,12,2
nm0310829,2,1
nm0310865,4,1
nm0310865,5,2
nm0310865,7,3
nm0310893,4,1
nm0310932,3,1
nm0310932,2,2
nm0310932,18,3
nm0310960,2,1
nm0310960,1,2
nm0310960,7,3
nm0310980,4,1
nm0310980,1,2
nm0311061,4,1
nm0311071,2,1
nm0311071,9,2
nm0311071,10,3
nm0311133,4,1
nm0311215,2,1
nm0311247,19,1
nm0311247,13,2
nm0311328,2,1
nm0311434,2,1
nm0311434,3,2
nm0311434,15,3
nm0311489,27,1
nm0311639,4,1
nm0311775,4,1
nm0311775,1,2
nm0311775,3,3
nm0311894,2,1
nm0312078,6,1
nm0312078,5,2
nm0312078,7,3
nm0312097,4,1
nm0312121,4,1
nm0312121,1,2
nm0312205,6,1
nm0312205,5,2
nm0312205,3,3
nm0312248,2,1
nm0312290,7,1
nm0312290,11,2
nm0312290,5,3
nm0312367,6,1
nm0312367,5,2
nm0312367,1,3
nm0312419,6,1
nm0312513,12,1
nm0312513,14,2
nm0312513,13,3
nm0312532,2,1
nm0312532,22,2
nm0312593,2,1
nm0312645,4,1
nm0312645,1,2
nm0312709,2,1
nm0312783,2,1
nm0312890,2,1
nm0312911,7,1
nm0312911,12,2
nm0312911,14,3
nm0312992,2,1
nm0313035,4,1
nm0313052,5,1
nm0313224,4,1
nm0313237,2,1
nm0313237,6,2
nm0313265,2,1
nm0313265,6,2
nm0313449,2,1
nm0313449,7,2
nm0313449,1,3
nm0313555,5,1
nm0313555,7,2
nm0313555,6,3
nm0313644,6,1
nm0313782,4,1
nm0313924,4,1
nm0314095,5,1
nm0314095,6,2
nm0314095,3,3
nm0314138,4,1
nm0314182,2,1
nm0314182,10,2
nm0314427,14,1
nm0314427,12,2
nm0314577,2,1
nm0314690,2,1
nm0314690,6,2
nm0314690,1,3
nm0314910,4,1
nm0314910,7,2
nm0314910,6,3
nm0315116,2,1
nm0315139,9,1
nm0315139,6,2
nm0315139,1,3
nm0315466,4,1
nm0315466,1,2
nm0315758,13,1
nm0315758,27,2
nm0315837,7,1
nm0315837,11,2
nm0315837,2,3
nm0316005,6,1
nm0316005,4,2
nm0316074,2,1
nm0316074,1,2
nm0316162,2,1
nm0316162,1,2
nm0316162,5,3
nm0316233,2,1
nm0316271,2,1
nm0316271,12,2
nm0316271,7,3
nm0316333,4,1
nm0316337,2,1
nm0316337,6,2
nm0316357,2,1
nm0316357,8,2
nm0316357,7,3
nm0316412,5,1
nm0316412,6,2
nm0316412,26,3
nm0316421,2,1
nm0316552,5,1
nm0316552,7,2
nm0316552,21,3
nm0316700,22,1
nm0316805,4,1
nm0316805,5,2
nm0316805,6,3
nm0316834,6,1
nm0316834,5,2
nm0316834,3,3
nm0316924,5,1
nm0316924,7,2
nm0316924,2,3
nm0317309,2,1
nm0317309,3,2
nm0317326,1,1
nm0317326,2,2
nm0317326,9,3
nm0317353,13,1
nm0317353,26,2
nm0317407,13,1
nm0317407,11,2
nm0317498,9,1
nm0317498,10,2
nm0317498,1,3
nm0317524,4,1
nm0317524,5,2
nm0317524,15,3
nm0317537,4,1
nm0317537,1,2
nm0317537,5,3
nm0317598,2,1
nm0317709,2,1
nm0317709,26,2
nm0317709,1,3
nm0317725,4,1
nm0317725,7,2
nm0317725,6,3
nm0317727,2,1
nm0317727,18,2
nm0317727,3,3
nm0317824,5,1
nm0317824,26,2
nm0318114,2,1
nm0318169,3,1
nm0318212,5,1
nm0318212,7,2
nm0318212,2,3
nm0318287,1,1
nm0318378,5,1
nm0318378,2,2
nm0318378,6,3
nm0318562,4,1
nm0318795,5,1
nm0318795,7,2
nm0318795,6,3
nm0318854,2,1
nm0318854,1,2
nm0318854,6,3
nm0319093,2,1
nm0319093,5,2
nm0319184,2,1
nm0319184,5,2
nm0319288,6,1
nm0319288,5,2
nm0319288,3,3
nm0319308,4,1
nm0319308,1,2
nm0319308,6,3
nm0319351,3,1
nm0319351,6,2
nm0319484,5,1
nm0319484,6,2
nm0319484,3,3
nm0319497,2,1
nm0319497,3,2
nm0319582,4,1
nm0319582,1,2
nm0319685,5,1
nm0319685,26,2
nm0319685,11,3
nm0319704,26,1
nm0319704,5,2
nm0319704,3,3
nm0319791,21,1
nm0319791,5,2
nm0319791,7,3
nm0319814,2,1
nm0319814,5,2
nm0319850,2,1
nm0319880,4,1
nm0319887,7,1
nm0319887,2,2
nm0319887,6,3
nm0320213,4,1
nm0320232,2,1
nm0320232,6,2
nm0320352,13,1
nm0320352,3,2
nm0320357,6,1
nm0320357,7,2
nm0320357,2,3
nm0320543,2,1
nm0320613,4,1
nm0320629,10,1
nm0320629,9,2
nm0320629,1,3
nm0320721,2,1
nm0320721,1,2
nm0320755,2,1
nm0320755,6,2
nm0320760,4,1
nm0320760,1,2
nm0320760,5,3
nm0320794,22,1
nm0320794,16,2
nm0320794,17,3
nm0320880,2,1
nm0320880,7,2
nm0320880,6,3
nm0320910,6,1
nm0320910,11,2
nm0320910,5,3
nm0320924,2,1
nm0320936,7,1
nm0320936,11,2
nm0320936,5,3
nm0320987,7,1
nm0320987,11,2
nm0320987,5,3
nm0321088,4,1
nm0321088,7,2
nm0321088,6,3
nm0321089,4,1
nm0321158,1,1
nm0321308,25,1
nm0321308,16,2
nm0321308,17,3
nm0321482,2,1
nm0321502,22,1
nm0321502,25,2
nm0321502,17,3
nm0321591,2,1
nm0321591,5,2
nm0321591,1,3
nm0321671,4,1
nm0321671,5,2
nm0321671,1,3
nm0322106,6,1
nm0322106,5,2
nm0322106,3,3
nm0322164,4,1
nm0322164,5,2
nm0322213,2,1
nm0322296,13,1
nm0322296,19,2
nm0322296,27,3
nm0322306,4,1
nm0322306,1,2
nm0322306,7,3
nm0322353,10,1
nm0322353,13,2
nm0322353,19,3
nm0322443,2,1
nm0322443,7,2
nm0322443,3,3
nm0322483,2,1
nm0322563,2,1
nm0322563,7,2
nm0322688,14,1
nm0322688,7,2
nm0322688,2,3
nm0322717,4,1
nm0322814,4,1
nm0322819,6,1
nm0322819,5,2
nm0322819,3,3
nm0322874,1,1
nm0322874,9,2
nm0322874,10,3
nm0322882,2,1
nm0322900,7,1
nm0322908,2,1
nm0322937,2,1
nm0322937,7,2
nm0323102,2,1
nm0323102,3,2
nm0323202,9,1
nm0323202,10,2
nm0323313,2,1
nm0323313,7,2
nm0323419,7,1
nm0323419,6,2
nm0323483,2,1
nm0323483,1,2
nm0323658,6,1
nm0323658,7,2
nm0323658,3,3
nm0323809,4,1
nm0323809,1,2
nm0323897,4,1
nm0324077,2,1
nm0324401,4,1
nm0324401,6,2
nm0324451,2,1
nm0324452,4,1
nm0324501,2,1
nm0324549,6,1
nm0324549,3,2
nm0324601,6,1
nm0324632,4,1
nm0324813,2,1
nm0324901,13,1
nm0324901,7,2
nm0324901,6,3
nm0325018,4,1
nm0325018,5,2
nm0325018,6,3
nm0325233,11,1
nm0325267,6,1
nm0325374,7,1
nm0325374,5,2
nm0325374,6,3
nm0325646,4,1
nm0325989,4,1
nm0325989,3,2
nm0326069,4,1
nm0326211,6,1
nm0326211,5,2
nm0326211,3,3
nm0326492,3,1
nm0326492,2,2
nm0326492,31,3
nm0326647,24,1
nm0326897,4,1
nm0326938,2,1
nm0326950,7,1
nm0326950,13,2
nm0326950,5,3
nm0327055,7,1
nm0327055,5,2
nm0327055,6,3
nm0327064,7,1
nm0327064,6,2
nm0327064,2,3
nm0327072,2,1
nm0327072,6,2
nm0327072,5,3
nm0327404,2,1
nm0327439,4,1
nm0327439,1,2
nm0327631,4,1
nm0327631,1,2
nm0327659,6,1
nm0327659,5,2
nm0327659,2,3
nm0327862,4,1
nm0327966,14,1
nm0327966,12,2
nm0328020,2,1
nm0328020,1,2
nm0328101,17,1
nm0328101,16,2
nm0328101,22,3
nm0328132,4,1
nm0328132,5,2
nm0328228,3,1
nm0328265,6,1
nm0328333,13,1
nm0328333,19,2
nm0328346,4,1
nm0328406,2,1
nm0328406,3,2
nm0328492,4,1
nm0328514,2,1
nm0328514,5,2
nm0328520,7,1
nm0328520,6,2
nm0328520,3,3
nm0328559,2,1
nm0328559,3,2
nm0328567,14,1
nm0328567,12,2
nm0328567,2,3
nm0328579,4,1
nm0328579,5,2
nm0328604,2,1
nm0328604,7,2
nm0328633,2,1
nm0328633,6,2
nm0328633,1,3
nm0328746,5,1
nm0328746,3,2
nm0328794,31,1
nm0328794,5,2
nm0328794,25,3
nm0329046,22,1
nm0329046,3,2
nm0329259,2,1
nm0329259,1,2
nm0329300,3,1
nm0329362,3,1
nm0329374,5,1
nm0329374,6,2
nm0329445,7,1
nm0329445,5,2
nm0329445,6,3
nm0329481,4,1
nm0329481,1,2
nm0329519,12,1
nm0329519,27,2
nm0329519,3,3
nm0329574,7,1
nm0329574,6,2
nm0329574,2,3
nm0329634,6,1
nm0329634,5,2
nm0329634,7,3
nm0329661,2,1
nm0329730,2,1
nm0329743,17,1
nm0329743,22,2
nm0329743,25,3
nm0329822,2,1
nm0329873,7,1
nm0329873,6,2
nm0329873,11,3
nm0330050,2,1
nm0330212,2,1
nm0330265,2,1
nm0330372,3,1
nm0330462,6,1
nm0330462,2,2
nm0330462,3,3
nm0330491,2,1
nm0330664,3,1
nm0330664,5,2
nm0330664,6,3
nm0330666,7,1
nm0330666,6,2
nm0330666,21,3
nm0330704,6,1
nm0330704,5,2
nm0330704,2,3
nm0330709,12,1
nm0330709,3,2
nm0330853,2,1
nm0330904,2,1
nm0330913,2,1
nm0330913,7,2
nm0330913,6,3
nm0331054,2,1
nm0331057,6,1
nm0331057,5,2
nm0331057,2,3
nm0331269,2,1
nm0331269,6,2
nm0331269,7,3
nm0331498,5,1
nm0331498,6,2
nm0331498,3,3
nm0331697,14,1
nm0331697,12,2
nm0332052,2,1
nm0332052,6,2
nm0332052,7,3
nm0332281,2,1
nm0332281,5,2
nm0332283,4,1
nm0332361,3,1
nm0332361,6,2
nm0332361,5,3
nm0332387,2,1
nm0332441,21,1
nm0332441,7,2
nm0332441,6,3
nm0332537,2,1
nm0332537,5,2
nm0332587,1,1
nm0332587,2,2
nm0332607,2,1
nm0332752,5,1
nm0332752,7,2
nm0332752,2,3
nm0332950,6,1
nm0332950,2,2
nm0332950,5,3
nm0332985,7,1
nm0332985,5,2
nm0332985,14,3
nm0333088,2,1
nm0333088,7,2
nm0333088,6,3
nm0333092,1,1
nm0333092,6,2
nm0333092,22,3
nm0333421,4,1
nm0333421,5,2
nm0333466,2,1
nm0333466,5,2
nm0333466,7,3
nm0333480,2,1
nm0333489,4,1
nm0333589,2,1
nm0333589,9,2
nm0333589,10,3
nm0333687,4,1
nm0333687,3,2
nm0333721,4,1
nm0333778,4,1
nm0333778,1,2
nm0333814,7,1
nm0333814,6,2
nm0333814,11,3
nm0334262,2,1
nm0334309,4,1
nm0334309,6,2
nm0334309,3,3
nm0334353,7,1
nm0334353,5,2
nm0334353,6,3
nm0334482,4,1
nm0334513,6,1
nm0334513,7,2
nm0334513,10,3
nm0334609,4,1
nm0334650,4,1
nm0334846,2,1
nm0334846,1,2
nm0334873,4,1
nm0334882,2,1
nm0334897,4,1
nm0334897,6,2
nm0334918,7,1
nm0334918,2,2
nm0334918,6,3
nm0334946,6,1
nm0334946,5,2
nm0334946,3,3
nm0334948,2,1
nm0334948,6,2
nm0334948,1,3
nm0335120,2,1
nm0335120,7,2
nm0335120,6,3
nm0335232,6,1
nm0335232,3,2
nm0335283,7,1
nm0335283,12,2
nm0335283,5,3
nm0335305,2,1
nm0335481,9,1
nm0335481,10,2
nm0335481,1,3
nm0335519,4,1
nm0335519,7,2
nm0335519,5,3
nm0335563,5,1
nm0335563,7,2
nm0335603,6,1
nm0335603,5,2
nm0335603,3,3
nm0335714,2,1
nm0335714,5,2
nm0335714,6,3
nm0335748,5,1
nm0335748,4,2
nm0335748,1,3
nm0335797,15,1
nm0335797,5,2
nm0335797,29,3
nm0335826,4,1
nm0335826,6,2
nm0335826,29,3
nm0335933,2,1
nm0335946,9,1
nm0335946,2,2
nm0335977,22,1
nm0336103,4,1
nm0336118,9,1
nm0336118,2,2
nm0336118,10,3
nm0336139,7,1
nm0336139,5,2
nm0336139,6,3
nm0336143,4,1
nm0336439,4,1
nm0336439,3,2
nm0336509,2,1
nm0336509,1,2
nm0336531,4,1
nm0336531,1,2
nm0336634,2,1
nm0336634,5,2
nm0336726,6,1
nm0336726,5,2
nm0336726,7,3
nm0336790,4,1
nm0336790,1,2
nm0336792,5,1
nm0336792,26,2
nm0336802,2,1
nm0336802,6,2
nm0336802,5,3
nm0337003,4,1
nm0337033,2,1
nm0337126,5,1
nm0337246,2,1
nm0337247,4,1
nm0337284,5,1
nm0337284,26,2
nm0337284,32,3
nm0337291,4,1
nm0337324,4,1
nm0337324,3,2
nm0337469,2,1
nm0337469,5,2
nm0337469,6,3
nm0337586,7,1
nm0337586,2,2
nm0337586,11,3
nm0337666,21,1
nm0337666,31,2
nm0337725,6,1
nm0337725,3,2
nm0337730,6,1
nm0337730,5,2
nm0337742,13,1
nm0337742,27,2
nm0337751,2,1
nm0337751,6,2
nm0337751,7,3
nm0338012,25,1
nm0338012,22,2
nm0338012,17,3
nm0338191,4,1
nm0338191,1,2
nm0338207,7,1
nm0338207,25,2
nm0338207,5,3
nm0338279,6,1
nm0338279,5,2
nm0338279,2,3
nm0338355,6,1
nm0338355,2,2
nm0338355,5,3
nm0338382,2,1
nm0338396,5,1
nm0338396,6,2
nm0338396,3,3
nm0338406,26,1
nm0338406,5,2
nm0338406,31,3
nm0338421,4,1
nm0338421,3,2
nm0338521,3,1
nm0338521,6,2
nm0338521,5,3
nm0338527,6,1
nm0338527,7,2
nm0338527,2,3
nm0338636,5,1
nm0338636,6,2
nm0338636,11,3
nm0338708,6,1
nm0338708,7,2
nm0338708,2,3
nm0338719,7,1
nm0338719,5,2
nm0338719,2,3
nm0338853,4,1
nm0338853,6,2
nm0338917,4,1
nm0338948,9,1
nm0338948,10,2
nm0338948,1,3
nm0339018,4,1
nm0339034,4,1
nm0339156,25,1
nm0339156,22,2
nm0339156,17,3
nm0339166,2,1
nm0339166,6,2
nm0339166,1,3
nm0339355,4,1
nm0339428,2,1
nm0339428,1,2
nm0339543,5,1
nm0339543,7,2
nm0339657,5,1
nm0339657,6,2
nm0339657,26,3
nm0339767,4,1
nm0339998,2,1
nm0340005,2,1
nm0340067,4,1
nm0340455,25,1
nm0340455,22,2
nm0340455,17,3
nm0340589,6,1
nm0340589,33,2
nm0340706,4,1
nm0340706,1,2
nm0340732,6,1
nm0340732,5,2
nm0340732,3,3
nm0340905,13,1
nm0340905,7,2
nm0340905,6,3
nm0341081,13,1
nm0341081,19,2
nm0341081,5,3
nm0341171,10,1
nm0341267,4,1
nm0341311,5,1
nm0341311,6,2
nm0341311,10,3
nm0341372,6,1
nm0341372,5,2
nm0341372,7,3
nm0341503,2,1
nm0341503,11,2
nm0341503,5,3
nm0341508,21,1
nm0341508,31,2
nm0341554,4,1
nm0341565,4,1
nm0341642,6,1
nm0341642,3,2
nm0341655,5,1
nm0341737,4,1
nm0341737,5,2
nm0341737,6,3
nm0341743,2,1
nm0341747,2,1
nm0341747,6,2
nm0341966,6,1
nm0341966,5,2
nm0341966,3,3
nm0342029,2,1
nm0342029,5,2
nm0342029,23,3
nm0342111,4,1
nm0342118,6,1
nm0342118,7,2
nm0342118,9,3
nm0342143,2,1
nm0342162,5,1
nm0342162,7,2
nm0342165,7,1
nm0342165,4,2
nm0342165,6,3
nm0342207,2,1
nm0342487,7,1
nm0342533,4,1
nm0342748,6,1
nm0342748,7,2
nm0342748,5,3
nm0342931,4,1
nm0342931,1,2
nm0342965,2,1
nm0343086,2,1
nm0343086,6,2
nm0343086,5,3
nm0343160,3,1
nm0343160,31,2
nm0343190,2,1
nm0343190,6,2
nm0343319,4,1
nm0343319,3,2
nm0343378,9,1
nm0343378,10,2
nm0343378,7,3
nm0343616,6,1
nm0343616,3,2
nm0343616,5,3
nm0343622,7,1
nm0343622,5,2
nm0343622,11,3
nm0343750,6,1
nm0343750,2,2
nm0343835,5,1
nm0343835,7,2
nm0343835,6,3
nm0343898,7,1
nm0343898,5,2
nm0343898,17,3
nm0343942,2,1
nm0344081,4,1
nm0344081,1,2
nm0344188,2,1
nm0344262,5,1
nm0344262,6,2
nm0344262,7,3
nm0344276,4,1
nm0344541,5,1
nm0344541,13,2
nm0344541,7,3
nm0344686,5,1
nm0344686,17,2
nm0344686,7,3
nm0344705,9,1
nm0344705,1,2
nm0344705,10,3
nm0344758,2,1
nm0344824,4,1
nm0344860,5,1
nm0344944,2,1
nm0344944,7,2
nm0344962,2,1
nm0345112,6,1
nm0345112,7,2
nm0345112,2,3
nm0345239,4,1
nm0345239,6,2
nm0345324,4,1
nm0345390,25,1
nm0345390,17,2
nm0345390,2,3
nm0345427,2,1
nm0345427,7,2
nm0345427,6,3
nm0345497,4,1
nm0345500,7,1
nm0345500,6,2
nm0345500,30,3
nm0345527,4,1
nm0345648,25,1
nm0345648,17,2
nm0345648,22,3
nm0345907,6,1
nm0345907,5,2
nm0345907,3,3
nm0345998,6,1
nm0345998,5,2
nm0345999,4,1
nm0346001,14,1
nm0346001,12,2
nm0346001,3,3
nm0346080,2,1
nm0346081,5,1
nm0346081,3,2
nm0346081,4,3
nm0346190,7,1
nm0346190,5,2
nm0346190,2,3
nm0346315,2,1
nm0346320,4,1
nm0346508,4,1
nm0346508,3,2
nm0346595,2,1
nm0346595,5,2
nm0346595,7,3
nm0346657,6,1
nm0346657,7,2
nm0346657,2,3
nm0346660,4,1
nm0346730,2,1
nm0346766,4,1
nm0346850,4,1
nm0346962,2,1
nm0346966,5,1
nm0346966,4,2
nm0346966,26,3
nm0347125,2,1
nm0347136,2,1
nm0347136,6,2
nm0347201,4,1
nm0347201,6,2
nm0347201,7,3
nm0347283,6,1
nm0347283,4,2
nm0347283,11,3
nm0347291,4,1
nm0347291,6,2
nm0347291,1,3
nm0347297,4,1
nm0347451,7,1
nm0347451,6,2
nm0347451,5,3
nm0347494,31,1
nm0347494,16,2
nm0347566,2,1
nm0347589,6,1
nm0347589,7,2
nm0347589,2,3
nm0347595,2,1
nm0347595,1,2
nm0347656,2,1
nm0347656,7,2
nm0347656,6,3
nm0347657,14,1
nm0347657,2,2
nm0347657,7,3
nm0347666,4,1
nm0347729,2,1
nm0347756,2,1
nm0347775,5,1
nm0347775,26,2
nm0347775,2,3
nm0347882,14,1
nm0347882,12,2
nm0347882,7,3
nm0347901,4,1
nm0347901,20,2
nm0347901,30,3
nm0347910,2,1
nm0347910,6,2
nm0348067,9,1
nm0348067,10,2
nm0348067,1,3
nm0348237,2,1
nm0348237,7,2
nm0348237,22,3
nm0348350,2,1
nm0348356,2,1
nm0348356,6,2
nm0348356,3,3
nm0348490,2,1
nm0348558,4,1
nm0348558,1,2
nm0348558,6,3
nm0348598,6,1
nm0348668,7,1
nm0348668,5,2
nm0348668,31,3
nm0348735,7,1
nm0348735,14,2
nm0348735,2,3
nm0349246,14,1
nm0349246,12,2
nm0349370,5,1
nm0349370,6,2
nm0349370,3,3
nm0349605,4,1
nm0349610,7,1
nm0349610,5,2
nm0349610,2,3
nm0349642,6,1
nm0349642,21,2
nm0349642,7,3
nm0349744,4,1
nm0349751,9,1
nm0349751,10,2
nm0349751,1,3
nm0349953,6,1
nm0349953,5,2
nm0349953,3,3
nm0350046,4,1
nm0350046,6,2
nm0350217,14,1
nm0350268,2,1
nm0350268,1,2
nm0350268,9,3
nm0350270,6,1
nm0350270,7,2
nm0350532,2,1
nm0350536,4,1
nm0350542,7,1
nm0350542,6,2
nm0350542,21,3
nm0350642,2,1
nm0350642,6,2
nm0350642,1,3
nm0350674,5,1
nm0350674,7,2
nm0350674,6,3
nm0350845,7,1
nm0350845,6,2
nm0350845,2,3
nm0350957,7,1
nm0350957,6,2
nm0350957,11,3
nm0351089,4,1
nm0351112,2,1
nm0351198,6,1
nm0351198,4,2
nm0351237,7,1
nm0351406,4,1
nm0351406,1,2
nm0351569,6,1
nm0351603,9,1
nm0351610,7,1
nm0351610,2,2
nm0351610,6,3
nm0351630,4,1
nm0351678,4,1
nm0351686,7,1
nm0351686,2,2
nm0351686,6,3
nm0351756,6,1
nm0351756,2,2
nm0351756,7,3
nm0351772,2,1
nm0351772,6,2
nm0351772,5,3
nm0351862,13,1
nm0351862,7,2
nm0351862,2,3
nm0351896,14,1
nm0351896,12,2
nm0351896,13,3
nm0351971,2,1
nm0351971,1,2
nm0352032,2,1
nm0352032,10,2
nm0352032,6,3
nm0352256,2,1
nm0352256,3,2
nm0352282,2,1
nm0352374,4,1
nm0352517,4,1
nm0352760,4,1
nm0352914,2,1
nm0352920,2,1
nm0352920,1,2
nm0352920,10,3
nm0353183,6,1
nm0353183,5,2
nm0353183,7,3
nm0353226,6,1
nm0353318,6,1
nm0353318,2,2
nm0353318,5,3
nm0353379,13,1
nm0353379,21,2
nm0353379,5,3
nm0353434,2,1
nm0353434,1,2
nm0353434,7,3
nm0353628,2,1
nm0353628,3,2
nm0354044,2,1
nm0354044,1,2
nm0354044,7,3
nm0354074,4,1
nm0354078,2,1
nm0354105,2,1
nm0354105,6,2
nm0354110,5,1
nm0354110,2,2
nm0354110,18,3
nm0354166,2,1
nm0354217,26,1
nm0354217,11,2
nm0354217,32,3
nm0354454,2,1
nm0354465,7,1
nm0354465,25,2
nm0354465,6,3
nm0354871,4,1
nm0354913,4,1
nm0354913,3,2
nm0354937,4,1
nm0354937,1,2
nm0355048,6,1
nm0355048,22,2
nm0355048,25,3
nm0355074,5,1
nm0355074,7,2
nm0355074,6,3
nm0355202,14,1
