talent_id,talent_name,birth_year,death_year
nm0099886,Hélène Bourgeois Leclerc,1974,\N
nm0100016,Nick Bourke,\N,\N
nm0100061,Ernie Bourne,1926,2009
nm0100161,Serge Bourrier,1932,2017
nm0100187,Alexandre Boury,\N,\N
nm0100189,Reynaldo Boury,\N,\N
nm0100279,Tamara Boutcher,\N,\N
nm0100399,Owen Boutwell,\N,\N
nm0100407,Laurence Bouvard,\N,\N
nm0100502,Isabelle Bouysse,1970,\N
nm0100517,María Bouzas,1962,\N
nm0100575,Emmanuel Bove,1898,1945
nm0100591,Lesllie Bovee,1949,\N
nm0100615,William Boyett,1927,2004
nm0100681,John Bowab,\N,\N
nm0100690,Sybil Bowan,1896,1979
nm0100720,Helen Bowden,\N,\N
nm0100855,Jim Bowen,1937,2018
nm0100866,Julie Bowen,1970,\N
nm0100895,Pamela Bowen,\N,\N
nm0101152,John Ross Bowie,1971,\N
nm0101208,Norman Bowler,1932,\N
nm0101489,Betty E. Box,1915,1999
nm0101540,Stephen Boxer,1950,\N
nm0101711,Blake Boyd,1966,\N
nm0101878,Paul Boyd,\N,\N
nm0101931,Tanya Boyd,1951,\N
nm0102042,Jacqueline Boyer,1941,\N
nm0102214,Charles P. Boyle,1892,1968
nm0102264,Joseph Boyle,1888,1972
nm0102311,Neil Boyle,\N,\N
nm0102434,Steve Boyum,1952,\N
nm0102597,Bartho Braat,1950,\N
nm0102619,Margot Brabants,1970,\N
nm0102743,Carlos Bracho,1937,\N
nm0102744,Diana Bracho,1944,\N
nm0102787,Eddie Bracken,1915,2002
nm0103030,Hank Bradford,\N,\N
nm0103099,William Bradford,1905,1959
nm0103207,Dorothy Bradley,\N,\N
nm0103250,Harry Bradley,\N,\N
nm0103254,Ian Bradley,\N,\N
nm0103307,Kathleen Bradley,1951,\N
nm0103567,Alice Brady,1892,1939
nm0103619,Ed Brady,1889,1942
nm0103656,Joseph Brady,1928,2001
nm0103712,Rachel Brady,1976,\N
nm0103717,Robert S. Brady,\N,\N
nm0103810,Edison Braga,\N,\N
nm0103819,Gilberto Braga,1945,\N
nm0103826,Luciana Braga,1962,\N
nm0103829,Malu Braga,1951,\N
nm0103891,Billy Bragg,1957,\N
nm0103936,Howard Bragman,1956,\N
nm0103948,Yael Braha,\N,\N
nm0103959,Michael Braham,\N,\N
nm0103975,John Brahm,1893,1982
nm0104025,Dave Brain,1941,\N
nm0104103,Vojislav 'Voja' Brajovic,1949,\N
nm0104179,Vanni Bramati,1972,\N
nm0104180,Martin Brambach,1967,\N
nm0104275,Viktoria Brams,1944,\N
nm0104481,Joshua Brand,1950,\N
nm0104630,Reinhold Brandes,1928,1972
nm0104710,Michael Brandner,1951,\N
nm0104723,Luisina Brando,1945,\N
nm0104724,Mary Brando,\N,\N
nm0104787,Michael Brandon,1945,\N
nm0104809,Luis Brandoni,1940,\N
nm0104886,Carlo Brandt,1954,\N
nm0104942,Johannes Brandt,1884,1955
nm0104971,Mel Brandt,1919,2008
nm0104988,Peter Brandt,\N,\N
nm0105368,Alan Brash,1969,\N
nm0105392,Bosco Brasil,1960,\N
nm0105565,Jarle Bratt,\N,\N
nm0105724,Bob Braun,1929,2001
nm0105755,Felipe Braun,1970,\N
nm0105814,Lúcio Braun,1925,\N
nm0105899,Artur Brauner,1918,2019
nm0106039,Caridad Bravo Adams,1904,1990
nm0106077,Fernando Bravo,1944,\N
nm0106218,John Randolph Bray,1879,1978
nm0106248,Robert Bray,1917,1983
nm0106254,Stephen Bray,1956,\N
nm0106392,Sónia Brazão,1975,\N
nm0106420,Sebastian Breaks,1936,\N
nm0106581,Lilli Breda,1887,1929
nm0106900,Tilli Breidenbach,1910,1994
nm0106928,Valerie Breiman,\N,\N
nm0106954,Bert Breit,1927,2004
nm0107050,Alexander Brem,\N,\N
nm0107069,Christiane Bremer,\N,\N
nm0107115,Rory Bremner,1961,\N
nm0107165,Alex Brendemühl,1972,\N
nm0107171,Anne Brendler,1972,\N
nm0107183,Nicholas Brendon,1971,\N
nm0107324,Jon Brennan,1974,\N
nm0107475,Hans Brenner,1938,1998
nm0107529,Nadeshda Brennicke,1973,\N
nm0107623,Howard Brenton,1942,\N
nm0107625,Will Brenton,1962,\N
nm0107736,Jimmy Breslin,1928,2017
nm0107757,Marc Breslow,\N,\N
nm0107843,Eugenio Bretas,\N,\N
nm0107979,Colette Brettel,1902,\N
nm0108157,Gordon Brewer,\N,\N
nm0108326,Joseph Breyer,\N,\N
nm0108333,Nicolau Breyner,1940,2016
nm0108357,Thomas Brezina,1963,\N
nm0108400,Jean-Claude Brialy,1933,2007
nm0108444,Kevin Briand,\N,\N
nm0108455,Carlo Briani,1955,\N
nm0108465,Michael E. Briant,1942,\N
nm0108503,Betty Brice,1888,1935
nm0108805,Winona Bridges,\N,\N
nm0108881,Libby Brien,\N,\N
nm0108901,Barbara Brier,1925,2005
nm0109037,Ian Briggs,\N,\N
nm0109050,Johnny Briggs,1935,\N
nm0109156,Kellie Bright,1976,\N
nm0109329,Fran Brill,1946,\N
nm0109405,Sterling Brim,\N,\N
nm0109500,Ebba Bring,\N,\N
nm0109608,Don Brinkley,1921,2012
nm0109692,Randy Brinson,1954,\N
nm0109815,Danielle Brisebois,1969,\N
nm0109847,Norman Briski,1938,\N
nm0109889,Charlie Brissette,\N,\N
nm0110034,Lenno Britos,\N,\N
nm0110080,Andrew Brittain,\N,\N
nm0110231,Tony Britton,1924,\N
nm0110259,Peter Heinrich Brix,1955,\N
nm0110322,Hugo Vanden Bremt,1967,\N
nm0110459,Richard Brobyn,\N,\N
nm0110491,Nicolai Cleve Broch,1975,\N
nm0110518,Daniel Brochu,\N,\N
nm0110981,Boris Brodskiy,\N,\N
nm0110991,Marek Brodský,1959,\N
nm0111046,Larry Brody,\N,\N
nm0111079,Joanna Brodzik,1973,\N
nm0111300,Michael Bromberg,\N,\N
nm0111357,Alan Bromly,1915,1995
nm0111403,Lídia Brondi,1959,\N
nm0111423,Henry Bronett,1961,\N
nm0111503,Betty Bronson,1906,1971
nm0111593,Myriam Bronzwaar,1965,\N
nm0111751,Tyler Brooke,1886,1943
nm0111756,Tim Brooke-Taylor,1940,\N
nm0111867,Arthur A. Brooks,1906,1982
nm0111962,Dianne Brooks,\N,\N
nm0112068,John Henry Brooks,\N,\N
nm0112256,Stephen Brooks,1942,1999
nm0112423,Albert Broquin,1881,1949
nm0112596,Joseph Brotherton,1883,1940
nm0112721,Geneviève Brouillette,1969,\N
nm0112889,John Brower,\N,\N
nm0112896,Mitchell Brower,1926,2016
nm0113002,Alton Brown,1962,\N
nm0113007,Amelda Brown,1954,\N
nm0113236,Charlotte Brown,1943,\N
nm0113357,David Lawrence Brown,\N,\N
nm0113466,Drew Brown,\N,\N
nm0113468,Duggie Brown,1940,\N
nm0113512,Ellen Brown,\N,\N
nm0113518,Emilie de Azevedo Brown,1971,\N
nm0113617,Georg Stanford Brown,1943,\N
nm0113780,James H. Brown,\N,\N
nm0113900,Johnny Brown,1937,\N
nm0113934,Juliane Brown,\N,\N
nm0113935,Julie Brown,1954,\N
nm0113948,Kale Browne,1950,\N
nm0113979,Kay Brown,\N,\N
nm0114034,Kimberlin Brown,1961,\N
nm0114048,Larry Brown,\N,\N
nm0114075,Ashley Welles,\N,\N
nm0114371,Orlando Brown,1987,\N
nm0114382,P.J. Brown,1956,2018
nm0114439,Philip Brown,1958,\N
nm0114460,Ralph Brown,1957,\N
nm0114638,Sarah Brown,1975,\N
nm0114720,Steve Brown,\N,\N
nm0114740,Susan Brown,1932,2018
nm0114783,Thomas A. Brown,\N,\N
nm0114985,Daniel Gregory Browne,1945,1983
nm0115018,Jill Browne,1937,1991
nm0115073,Ronald W. Browne,1927,2011
nm0115185,Kirk Browning,1921,2008
nm0115245,Frank Brownlow,\N,\N
nm0115497,Iyan Michael Bruce,\N,\N
nm0115538,Lydia Bruce,1931,2008
nm0115587,Steve Bruce,1960,\N
nm0115657,Raymond Leopold Bruckberger,1907,1998
nm0115659,Andreas Brucker,1966,\N
nm0115669,Clyde Bruckman,1894,1955
nm0115747,Claudius Bruese,\N,\N
nm0115749,Hedda Bruessing,\N,\N
nm0115821,Christian Bruhn,1934,\N
nm0115836,Caroline de Bruijn,1962,\N
nm0115840,Joke Bruijs,1952,\N
nm0115895,Mirianne Brûlé,1984,\N
nm0116050,Mathilde Brundage,1859,1939
nm0116054,Richard Brundage,\N,\N
nm0116069,Martin Brundle,1959,\N
nm0116097,Sophie Bruneau,\N,\N
nm0116217,Paula Brunet-Sancho,\N,\N
nm0116344,Markus Brunnemann,1972,\N
nm0116373,Edo Brunner,1970,\N
nm0116456,Chris Bruno,1966,\N
nm0116517,Nicette Bruno,1933,\N
nm0116544,Víctor Bruno,1933,2017
nm0116573,Mona Bruns,1899,2000
nm0116733,Kees Brusse,1925,2013
nm0117039,Anita Bryant,1940,\N
nm0117152,Karyn Bryant,1968,\N
nm0117188,Michael Bryant,1928,2002
nm0117208,Peter Bryant,1923,2006
nm0117228,Shaun Bryant,\N,\N
nm0117233,Steve Bryant,\N,\N
nm0117258,Rob Bryanton,\N,\N
nm0117365,Larry Bryggman,1938,\N
nm0117393,Gary Bryman,\N,\N
nm0117505,Radoslav Brzobohatý,1932,2012
nm0117518,João Brás,1963,\N
nm0117564,Sandra Bréa,1952,2000
nm0117577,David Brécourt,1965,\N
nm0117604,Jacques Bréon,\N,\N
nm0117614,Leonardo Brício,1963,\N
nm0117676,Heike Brückner von Grumbkow,1963,\N
nm0117679,Jörg Brückner,1958,\N
nm0117712,Frank Brühne,1941,\N
nm0117790,Les Bubb,\N,\N
nm0117857,Dan Bucatinsky,1965,\N
nm0117885,Flavio Bucci,1947,\N
nm0117955,John Buchan,1875,1940
nm0118056,Neil Buchanan,1961,\N
nm0118243,Hans-Jürgen Buchner,1944,\N
nm0118288,Stanley F. Buchthal,\N,\N
nm0118344,David Buck,1936,1989
nm0118456,Bill Buckendorf,\N,\N
nm0118462,Grant Buckerfield,\N,\N
nm0118512,Tom Buckingham,1895,1934
nm0118525,Glen Michael,1926,\N
nm0118564,Laura Buckles,1969,\N
nm0118609,Harold Buckley,1896,1958
nm0118612,John Snyder,1952,\N
nm0118684,Robert Buckley,\N,\N
nm0118702,William F. Buckley,1925,2008
nm0118778,Colin Bucksey,1946,\N
nm0118783,Clifford Buckton,1897,1960
nm0118802,Don Buccola,\N,1998
nm0118959,Colin Budds,\N,\N
nm0119003,Rebecca Budig,1973,\N
nm0119174,Andreu Buenafuente,1965,\N
nm0119194,Nonong Buencamino,1956,\N
nm0119207,Rafael Buendía,\N,\N
nm0119209,Erika Buenfil,1963,\N
nm0119234,Gustavo Bueno,\N,\N
nm0119247,Lucas Bueno,\N,\N
nm0119251,Marilu Bueno,\N,\N
nm0119354,Michael Buffer,1944,\N
nm0119419,Jacques Bufnoir,\N,\N
nm0119606,Bài Bình Bui,\N,\N
nm0119704,Marc Bujard,\N,\N
nm0119793,Marek Bukowski,1969,\N
nm0119861,Peter Bulckaen,1965,\N
nm0119997,Sheldon Bull,\N,\N
nm0120152,Harvey Bullock,1921,2006
nm0120362,Tyler Bunch,1970,\N
nm0120420,Stephen Bundy,\N,\N
nm0120429,Aurore Bunel,\N,\N
nm0120594,Bobby Buntrock,1952,1974
nm0120681,Marcelo Buquet,1963,\N
nm0120816,Ron Burch,\N,\N
nm0120893,Pawel Burczyk,1969,\N
nm0120895,Bill Burd,\N,\N
nm0120995,Joyce Burditt,\N,\N
nm0121026,Candace Cameron Bure,1976,\N
nm0121221,Michael Burger,1957,\N
nm0121261,Bobby Burgess,1941,\N
nm0121437,Andrés Burgos,\N,\N
nm0121473,Maureen Burgoyne,\N,\N
nm0121611,Brandon Burke,\N,\N
nm0121667,Edwin J. Burke,1889,1944
nm0121756,Keith Burke,\N,\N
nm0121826,Paul Burke,1926,2009
nm0121866,Simon Burke,\N,\N
nm0121895,Tom Burke,1981,\N
nm0121927,Gloria Burkert,1946,\N
nm0122287,Philippa Burne,\N,\N
nm0122301,Peter Burnell,1942,1987
nm0122319,Pete Burness,1904,1969
nm0122334,Alan Burnett,1949,\N
nm0122427,Rob Burnett,1962,\N
nm0122484,Sheila Burnford,1918,1984
nm0122505,Jeremy Burnham,1931,\N
nm0122600,Brandon Burns,\N,\N
nm0122610,Catherine Burns,1945,\N
nm0122635,David Burns,1977,\N
nm0122730,Juan David Burns,\N,\N
nm0122798,Michael Burns,1947,\N
nm0122799,Michael Burns,\N,\N
nm0122875,Stan Burns,1923,2002
nm0122913,Traber Burns,\N,\N
nm0122972,Aleksandr Burov,1958,\N
nm0123022,Robert Burr,1922,2000
nm0123082,Pamela Burrell,1945,\N
nm0123092,Ty Burrell,1967,\N
nm0123119,Ray Burridge,\N,\N
nm0123192,Diane Burroughs,\N,\N
nm0123205,Julie Burroughs,\N,\N
nm0123237,John Burrowes,\N,\N
nm0123273,James Burrows,1940,\N
nm0123346,Tina Bursill,1951,\N
nm0123611,Jay Burton,1916,1993
nm0123666,Mark Burton,\N,\N
nm0123733,Steve Burton,1970,\N
nm0123785,Ben Burtt,1948,\N
nm0124055,Christian Buse,1959,\N
nm0124133,George W. Bush,1946,\N
nm0124240,Garry Bushell,1955,\N
nm0124438,Jochen Busse,1941,\N
nm0124546,Sergio Bustamante,1934,2014
nm0124682,Glenn Butcher,\N,\N
nm0124719,Tom Butcher,1963,\N
nm0124877,David Butler,1894,1979
nm0124878,David Butler,1927,2006
nm0124889,Daws Butler,1916,1988
nm0124890,Dean Butler,1956,\N
nm0125021,Laurie Butler,\N,\N
nm0125092,Peter Butler,\N,\N
nm0125110,Rob Butler,\N,\N
nm0125164,William J. Butler,1860,1927
nm0125190,Merritt Butrick,1959,1989
nm0125217,Brent Butt,1966,\N
nm0125236,Rainer Butt,1957,\N
nm0125254,Michele Buttarelli,\N,\N
nm0125322,Tara Butters,1972,\N
nm0125471,Fritz Butz,1909,1989
nm0125489,Michael van Buuren,1963,\N
nm0125511,Adam Buxton,1969,\N
nm0125608,Natalya Buzko,1963,\N
nm0125651,Ruth Buzzi,1936,\N
nm0125880,Max Bygraves,1922,2012
nm0125956,John Byner,1938,\N
nm0125973,Amanda Byram,1973,\N
nm0126311,Brittany Byrnes,1987,\N
nm0126397,Jeffrey Byron,1955,\N
nm0126412,Melinda Byron,1936,2018
nm0126504,Jim Bywater,\N,\N
nm0126528,Edmundo Báez,1914,1990
nm0126582,Joana Bárcia,1972,\N
nm0126598,Jirí Barta,1948,\N
nm0126669,Marie Bäumer,1969,\N
nm0126871,Pierre Bénichou,\N,\N
nm0126883,Macha Béranger,1941,2009
nm0126948,Miklós Bíró,1933,2015
nm0126966,Armando Bógus,1930,1993
nm0126993,Gerd Böckmann,1944,\N
nm0127003,Kay Böger,1971,\N
nm0127036,Iris Böhm,1967,\N
nm0127046,Maxi Böhm,1916,1982
nm0127125,Sigmar Börner,1932,2010
nm0127208,Geir Bøhren,1951,\N
nm0127373,Louis C.K.,1967,\N
nm0127396,Julia Caba Alba,1912,1988
nm0127432,Flavio Caballero,1958,\N
nm0127511,Christy Cabanne,1888,1950
nm0127651,Sean Cable,\N,\N
nm0127733,João Cabral,1961,\N
nm0127742,Lília Cabral,1957,\N
nm0127799,Carlos Cabrera,\N,\N
nm0127917,José Ignacio Cabrujas,1937,1995
nm0127925,Nicolás Cabré,1980,\N
nm0128061,César Cadaval,1954,\N
nm0128062,Jorge Cadaval,1960,\N
nm0128130,Jean Cadell,1884,1967
nm0128143,Pierre Caden,\N,\N
nm0128218,Jason Cadieux,\N,\N
nm0128221,Paul Cadieux,\N,\N
nm0128372,Kevin Caesar,\N,\N
nm0128434,Michael Caffey,1930,2017
nm0128441,Yvonne Caffin,1904,1985
nm0128460,Peter Caffrey,1949,2008
nm0128698,Tim Cahill,\N,\N
nm0128785,Félix B. Caignet,1892,1976
nm0128810,Cécile Caillaud,1967,\N
nm0128845,Alan Caillou,1914,2006
nm0128883,Christopher Cain,1943,\N
nm0128911,Jess Cain,\N,\N
nm0128916,Jonathan Cain,1950,\N
nm0129036,Patric Caird,\N,\N
nm0129054,Jamie Cairney,\N,\N
nm0129097,Charlie Cairoli,1910,1980
nm0129599,Estela Calderón,\N,\N
nm0129602,Guillermo Calderón,\N,\N
nm0129607,Leticia Calderón,1968,\N
nm0129621,Pedro A. Calderón,\N,1970
nm0129634,Richard Caldicot,1908,1995
nm0129702,Donald Ray 'Speedy' Caldwell Jr.,\N,\N
nm0129749,L. Scott Caldwell,1950,\N
nm0129828,Anthony Caleca,1966,\N
nm0129863,Felipe Calero,1973,\N
nm0129882,Anthony Calf,1959,\N
nm0129905,D.D. Calhoun,\N,\N
nm0130273,Cecile Callan,1957,\N
nm0130286,Michael Callan,1935,\N
nm0130316,Beverley Callard,1957,\N
nm0130478,Sean Callery,1964,\N
nm0130554,Antonio Calloni,1961,\N
nm0130613,Diane Calma,\N,\N
nm0130630,Karina Calmet,\N,\N
nm0130640,Antônio Calmon,1945,\N
nm0130788,Catherine Calvert,1890,1971
nm0130800,Fred Calvert,1936,\N
nm0130922,Armando Calvo,1919,1996
nm0130939,Evaristo Calvo,1961,\N
nm0130981,Pilar Calvo,\N,\N
nm0131031,Jean-Yves Le Castel,1965,\N
nm0131053,Scott Cam,\N,\N
nm0131060,Alejandro Camacho,1954,\N
nm0131071,Carlos Humberto Camacho,1971,\N
nm0131117,Mark Camacho,1964,\N
nm0131254,Jairo Camargo,\N,\N
nm0131318,Don Cambell,\N,\N
nm0131358,Robert Cambourakis,\N,\N
nm0131369,Raphaëlle Cambray,\N,\N
nm0131426,Jacques Camelinat,\N,\N
nm0131472,Jo Cameron Brown,\N,\N
nm0131751,Wayne Cameron,\N,\N
nm0131769,Douglas Camfield,1931,1984
nm0131791,Isabella Janacek,1975,\N
nm0131830,Michel Camilo,1954,\N
nm0131882,Annie Camm,\N,\N
nm0131899,Salvatore Cammarano,1801,1852
nm0132036,Pio Campa,\N,\N
nm0132103,Joseph Campanella,1924,2018
nm0132205,Andrea Campbell,\N,\N
nm0132253,Brian Campbell,\N,\N
nm0132257,Bruce Campbell,1958,\N
nm0132273,Carolee Campbell,1936,\N
nm0132631,Ken Campbell,1941,2008
nm0132758,Nicky Campbell,1961,\N
nm0132796,Ray Campbell,\N,\N
nm0132896,Tisha Campbell-Martin,1968,\N
nm0133144,María José Campoamor,\N,\N
nm0133296,María Teresa Campos,1941,\N
nm0133332,Susana Campos,1934,2004
nm0133345,Walter Campos,\N,\N
nm0133408,Carla Camurati,1960,\N
nm0133589,Canarinho,1927,2014
nm0133597,David Canary,1938,2015
nm0133620,Bobby Canavarro,\N,\N
nm0133678,Rodrigo Candamill,1976,\N
nm0134018,Benjamín Cann,1953,\N
nm0134081,Janine Cannell,\N,\N
nm0134170,Chris Cannon,1972,\N
nm0134215,John Cannon,1920,2001
nm0134239,Michael Gannon,\N,\N
nm0134269,Steve Staley,1969,\N
nm0134315,Fanny Cano,1944,1983
nm0134416,Anne Canovas,1957,\N
nm0134430,Manuel Canseco Noriega,\N,\N
nm0134536,Stuart Canterbury,\N,\N
nm0134541,Daniella Canterman,1992,\N
nm0134542,Deanna Canterman,1992,\N
nm0134618,Marilyne Canto,1961,\N
nm0134647,Mario Cantone,1959,\N
nm0134841,Laurel Canyon,1964,\N
nm0134862,Cuifen Cao,1944,\N
nm0134870,Jorge Cao,1944,\N
nm0134922,Peter Capaldi,1958,\N
nm0135040,Leonore Capell,1970,\N
nm0135121,Eduardo Capetillo,1970,\N
nm0135122,Guillermo Capetillo,1958,\N
nm0135126,Raymundo Capetillo,1945,\N
nm0135177,Javier Capitán,1961,\N
nm0135363,John Caponera,1959,\N
nm0135402,Tatiana Capote,1962,\N
nm0135465,Kaspar Capparoni,1964,\N
nm0135629,Herson Capri,1952,\N
nm0135682,Brian Capron,1947,\N
nm0135832,Ezio Carabella,1891,1964
nm0135834,José Carabias,1947,\N
nm0135884,Jean-Michel Caradec,1946,1981
nm0135915,Ercan Karacayli,1967,\N
nm0135983,Jane Carat,\N,\N
nm0136442,Darianna Cardilli,\N,\N
nm0136509,Julieta Cardinali,1977,\N
nm0136550,Sam Cardon,\N,\N
nm0136592,J.S. Cardone,1946,\N
nm0136616,Aracy Cardoso,1931,2017
nm0136649,Jorge Cardoso,\N,\N
nm0136662,Laura Cardoso,1927,\N
nm0136682,Mário Cardoso,1950,\N
nm0136691,Rafael Cardoso,1985,\N
nm0136695,Régis Cardoso,1934,2005
nm0136696,Sérgio Cardoso,1925,1972
nm0136789,Roger Carel,1927,\N
nm0136922,Clare Carey,1967,\N
nm0136994,Macdonald Carey,1913,1994
nm0137104,Gina Rome,1965,\N
nm0137136,Antonio Caride,\N,\N
nm0137265,Barry Carl,1950,\N
nm0137409,Moira Carleton,1907,1978
nm0137722,Carlos,1943,2008
nm0137758,John Carlos,1945,\N
nm0137999,Richard Carlson,1912,1977
nm0138053,Alice Carlsson,\N,\N
nm0138298,Terry Carlyon,\N,\N
nm0138429,Ian Carmichael,\N,\N
nm0138479,Tullio Carminati,1894,1971
nm0138480,Elke Niemietzek-Carmincke,\N,\N
nm0138493,Dalila Carmo,1974,\N
nm0138759,Marcos Carnevale,1963,\N
nm0138840,Reeve Carney,1983,\N
nm0138855,Zane Carney,1985,\N
nm0138867,Elio Carniel,1923,1991
nm0138887,Michel Carnoy,\N,\N
nm0138898,Alicia Caro,\N,\N
nm0139039,Maria Carolina,\N,\N
nm0139098,Don Caron,\N,\N
nm0139177,Felipe Carone,1920,1995
nm0139265,Wayne Carpendale,1977,\N
nm0139287,Brian Carpenter,\N,\N
nm0139400,Larry Carpenter,\N,\N
nm0139428,Paul Carpenter,1921,1964
nm0139743,Jimmy Carr,1972,\N
nm0139753,John Carr,\N,\N
nm0139860,Stanley Carr,\N,\N
nm0139878,Thomas Carr,1907,1997
nm0139884,Trem Carr,1891,1946
nm0139929,Jeremy Carrad,1932,2009
nm0139980,Emilia Carranza,\N,\N
nm0140074,María Clara Carrasco,\N,\N
nm0140092,Walcyr Carrasco,1951,\N
nm0140167,Rudi Carrell,1934,2006
nm0140179,Ricardo Carrión,\N,\N
nm0140436,Fidel Garriga,\N,2014
nm0140491,Greg Carrillo,\N,\N
nm0140496,John Carrillo,\N,\N
nm0140515,Martha Carrillo,\N,\N
nm0140560,Desmond Carrington,1926,2017
nm0140564,Evelyn Carter Carrington,1876,1942
nm0140629,Ricardo Carriço,1964,\N
nm0140643,Jean-Claude Carrière,1931,\N
nm0140660,Orlando Carrió,1955,2002
nm0140717,Bob Carroll Jr.,1918,2007
nm0140764,Charles S. Carroll,\N,\N
nm0140919,Mark Carroll,\N,\N
nm0141093,Bill Carruthers,1930,2003
nm0141212,Crystal Carson,1967,\N
nm0141225,Dick Carson,\N,\N
nm0141264,John Carson,1927,2016
nm0141351,John Paddy Carstairs,1910,1970
nm0141659,Jack Carter,1922,2015
nm0141707,Joe Carter,1960,\N
nm0141715,John Carter,1927,2015
nm0141766,Kristopher Carter,1972,\N
nm0141846,Nell Carter,1948,2003
nm0141930,Sara Flanigan,1931,2006
nm0141999,Rosanna Carteri,1930,\N
nm0142018,Ricardo Carti,1888,1953
nm0142083,Andrew Cartmel,\N,\N
nm0142256,Montserrat Carulla,1930,\N
nm0142263,Juan Carus,\N,\N
nm0142438,Dennis Carvalho,1947,\N
nm0142447,Jorge Humberto,\N,\N
nm0142456,João Carvalho,\N,\N
nm0142458,João Paulo Carvalho,\N,\N
nm0142459,Karine Carvalho,1975,\N
nm0142461,Luiz Fernando Carvalho,1960,\N
nm0142464,Lula Carvalho,\N,\N
nm0142477,Mônica Carvalho,1971,\N
nm0142478,Mu Carvalho,1957,\N
nm0142504,Walter Carvalho,1947,\N
nm0142517,Hugo Carvana,1937,2014
nm0142622,Falkland L. Cary,1897,1989
nm0142675,Denise de Casabianca,1931,\N
nm0142738,Rafael Casado,\N,\N
nm0142780,Gregorio Casal,1935,2018
nm0142786,María Casal,1958,\N
nm0142932,Lía Casanova,\N,1986
nm0142972,Amira Casar,1971,\N
nm0143114,Nené Cascallar,1914,1982
nm0143161,Oscar Casco,1923,1993
nm0143230,Kathleen Case,1933,1979
nm0143261,Sharon Case,1971,\N
nm0143281,Alberto Casella,1891,1957
nm0143338,Nazareno Casero,1986,\N
nm0143378,Bernie Casey,1939,2017
nm0143479,Marie-Pierre Casey,1937,\N
nm0143488,Megan Casey,1973,\N
nm0143518,Renay Casey,\N,\N
nm0143614,Rosalind Cash,1938,1995
nm0143779,Philip Casnoff,1949,\N
nm0143781,Ana María Caso,\N,\N
nm0144090,Tchia Casselle,\N,\N
nm0144231,Natalie Cassidy,1983,\N
nm0144252,Ted Cassidy,1932,1979
nm0144360,Marc Cassot,1923,2016
nm0144372,Michael Cassutt,\N,\N
nm0144413,Jean-Pierre Castaldi,1944,\N
nm0144471,Bianca Castanho,1979,\N
nm0144473,Fabrizio Castania,1976,\N
nm0144519,Cristina Castaño,1978,\N
nm0144639,Lluïsa Castell,\N,\N
nm0144657,Dan Castellaneta,1957,\N
nm0144720,Alba Castellanos,\N,1993
nm0144740,Monica Castellanos,\N,\N
nm0144781,Henri Castelli,1978,\N
nm0144794,Maria Luíza Castelli,1934,\N
nm0144875,Nino Castelnuovo,1936,\N
nm0144887,Virgílio Castelo,1953,\N
nm0144888,André Castelot,1911,2004
nm0145117,Kathi Castillo,\N,\N
nm0145511,Chela Castro,1929,2014
nm0145524,Eduardo Castro,\N,\N
nm0145624,Luciano Castro,1975,\N
nm0145673,Pilar Castro,1970,\N
nm0145697,Sain Castro,\N,\N
nm0145713,Víctor Manuel Castro,1924,2011
nm0145801,Johnathan Catala,\N,\N
nm0145827,Lidia Catalano,1955,\N
nm0145996,Sergio Cataño,\N,\N
nm0146076,Ron Cates,\N,\N
nm0146103,Dick Cathcart,1924,1993
nm0146150,Charene Cathleen,\N,\N
nm0146157,Grant Cathro,\N,\N
nm0146181,Mary Jo Catlett,1938,\N
nm0146193,Gary Catlin,\N,\N
nm0146239,Suzy Cato-Gashler,\N,\N
nm0146258,Juliette Caton,1975,\N
nm0146328,Benjamin Cattan,1925,1994
nm0146434,Pascal Caucheteux,\N,\N
nm0146479,Pepijn Caudron,1975,\N
nm0146483,Eugenia Cauduro,1967,\N
nm0146536,Emma Caulfield Ford,1973,\N
nm0146579,Tony Caunter,1937,\N
nm0146708,Tom Cavalcante,1962,\N
nm0146716,Cláudio Cavalcanti,1940,2013
nm0146805,Bernard Cavalié,\N,\N
nm0146835,Leona Cavalli,1969,\N
nm0146848,Valéria Cavalli,1959,\N
nm0146995,Dinorah Cavazos,\N,\N
nm0147197,Neil Cavuto,1958,\N
nm0147236,Sarah Cawood,1972,\N
nm0147310,Stephanie Cayo,1988,\N
nm0147445,Eloísa Cañizares,1928,2002
nm0147621,Paul Cecchinelli,\N,\N
nm0147825,Cedric the Entertainer,1964,\N
nm0147914,Rodolfo Cela,\N,\N
nm0147950,Ibón Celaya,\N,\N
nm0148007,Cristiano Celeste,\N,\N
nm0148044,Leonardo Celi,1968,\N
nm0148195,Edson Celulari,1958,\N
nm0148223,Robert Cenadella,1911,2002
nm0148230,Cecilia Cenci,1942,2014
nm0148252,Mark Cendrowski,1959,\N
nm0148282,Marino Cenna,1935,2003
nm0148382,Angie Cepeda,1974,\N
nm0148504,António Pedro Cerdeira,1970,\N
nm0148561,Linda Cerezo,\N,\N
nm0148705,Vítezslav Cerný,1922,1986
nm0148730,Ivana Cerovecki,\N,\N
nm0148763,Marcia Cerretani,1936,2018
nm0148937,Erna Cervená,1900,1985
nm0149062,Athos Cesarini,\N,\N
nm0149065,Jeff Cesario,1953,\N
nm0149222,Louis Cha,1924,2018
nm0149232,Lina Chaabane Menzli,\N,\N
