title_id,genre_id,order
tt0376684,10,2
tt0379249,18,1
tt0379249,15,2
tt0379249,22,3
tt0380531,9,1
tt0381814,4,1
tt0381814,25,2
tt0384662,1,1
tt0384662,2,2
tt0387258,9,1
tt0388530,1,1
tt0388530,2,2
tt0391075,4,1
tt0391075,2,2
tt0392357,9,1
tt0393638,7,1
tt0394947,18,1
tt0394947,3,2
tt0394947,4,3
tt0396252,2,1
tt0397532,23,1
tt0398801,1,1
tt0398801,19,2
tt0398801,14,3
tt0400078,9,1
tt0401359,18,1
tt0401359,2,2
tt0402635,18,1
tt0402635,12,2
tt0402635,9,3
tt0403912,4,1
tt0405197,4,1
tt0405197,2,2
tt0406467,1,1
tt0407753,2,1
tt0409046,1,1
tt0409046,2,2
tt0410314,9,1
tt0411590,2,1
tt0411590,16,2
tt0412860,28,1
tt0414141,9,1
tt0415439,1,1
tt0415439,8,2
tt0416726,7,1
tt0417995,4,1
tt0419280,11,1
tt0420554,4,1
tt0420554,17,2
tt0420554,13,3
tt0421839,4,1
tt0421839,2,2
tt0423105,1,1
tt0424374,9,1
tt0425659,9,1
tt0426932,4,1
tt0426932,2,2
tt0428202,9,1
tt0429473,9,1
tt0429473,2,2
tt0430751,18,1
tt0430751,3,2
tt0430751,15,3
tt0432037,1,1
tt0432037,19,2
tt0433327,4,1
tt0434611,9,1
tt0434611,2,2
tt0435882,7,1
tt0435882,15,2
tt0435882,9,3
tt0437161,1,1
tt0438445,21,1
tt0438445,2,2
tt0439719,20,1
tt0440985,1,1
tt0442265,9,1
tt0443540,1,1
tt0443540,9,2
tt0443540,19,3
tt0444823,2,1
tt0447411,5,1
tt0449971,28,1
tt0451263,1,1
tt0451263,2,2
tt0452528,15,1
tt0452528,2,2
tt0453833,28,1
tt0455109,4,1
tt0455109,2,2
tt0457676,1,1
tt0458938,28,1
tt0460198,9,1
tt0460198,2,2
tt0461476,28,1
tt0462780,28,1
tt0464050,1,1
tt0464050,19,2
tt0464050,20,3
tt0465330,6,1
tt0466626,13,1
tt0467906,28,1
tt0469190,9,1
tt0469190,2,2
tt0470457,1,1
tt0471735,1,1
tt0471735,2,2
tt0473015,4,1
tt0474312,9,1
tt0475594,4,1
tt0475594,9,2
tt0475594,2,3
tt0476882,18,1
tt0478178,2,1
tt0479463,9,1
tt0479463,2,2
tt0480761,12,1
tt0480761,1,2
tt0482044,9,1
tt0483333,4,1
tt0483333,2,2
tt0484615,4,1
tt0484615,2,2
tt0485906,2,1
tt0487194,1,1
tt0488462,18,1
tt0488462,4,2
tt0488462,15,3
tt0489747,27,1
tt0491019,9,1
tt0491019,19,2
tt0493580,28,1
tt0493580,18,2
tt0494875,28,1
tt0496135,4,1
tt0496135,9,2
tt0496135,2,3
tt0497424,9,1
tt0498709,1,1
tt0500390,13,1
tt0501649,8,1
tt0502906,15,1
tt0502906,9,2
tt0504171,7,1
tt0504171,18,2
tt0504171,15,3
tt0505438,4,1
tt0505438,17,2
tt0505438,11,3
tt0506695,16,1
tt0509317,9,1
tt0509317,20,2
tt0509317,5,3
tt0510570,4,1
tt0511839,25,1
tt0511839,13,2
tt0511839,27,3
tt0513100,3,1
tt0513100,4,2
tt0513100,17,3
tt0514356,4,1
tt0515628,4,1
tt0515628,9,2
tt0515628,5,3
tt0516892,7,1
tt0516892,4,2
tt0516892,15,3
tt0518163,4,1
tt0518163,15,2
tt0519427,7,1
tt0519427,18,2
tt0519427,3,3
tt0520899,9,1
tt0523425,10,1
tt0523425,11,2
tt0523425,20,3
tt0524675,15,1
tt0524675,9,2
tt0525922,9,1
tt0527220,4,1
tt0527220,9,2
tt0527220,17,3
tt0528471,4,1
tt0529720,16,1
tt0530975,4,1
tt0530975,9,2
tt0530975,17,3
tt0532232,15,1
tt0532232,9,2
tt0533493,7,1
tt0533493,9,2
tt0533493,10,3
tt0534751,15,1
tt0534751,9,2
tt0534751,20,3
tt0536018,7,1
tt0536018,15,2
tt0536018,9,3
tt0537271,9,1
tt0538525,15,1
tt0538525,9,2
tt0538525,20,3
tt0539779,4,1
tt0539779,9,2
tt0541042,4,1
tt0541042,17,2
tt0542308,17,1
tt0542308,25,2
tt0543569,4,1
tt0543569,6,2
tt0544826,17,1
tt0546101,4,1
tt0547361,25,1
tt0548615,25,1
tt0549865,15,1
tt0549865,9,2
tt0549865,17,3
tt0551134,4,1
tt0551134,26,2
tt0552385,9,1
tt0553670,4,1
tt0554930,4,1
tt0556185,9,1
tt0556185,10,2
tt0556185,20,3
tt0557440,7,1
tt0557440,18,2
tt0557440,3,3
tt0558697,4,1
tt0559955,4,1
tt0559955,9,2
tt0559955,17,3
tt0561267,18,1
tt0561267,12,2
tt0561267,9,3
tt0563788,9,1
tt0565047,3,1
tt0565047,4,2
tt0567589,9,1
tt0567589,5,2
tt0568845,15,1
tt0568845,9,2
tt0568845,5,3
tt0570101,4,1
tt0570101,5,2
tt0571363,9,1
tt0571363,5,2
tt0572684,15,1
tt0573973,4,1
tt0575229,4,1
tt0575229,5,2
tt0575229,6,3
tt0576512,4,1
tt0576512,9,2
tt0577769,18,1
tt0577769,4,2
tt0577769,9,3
tt0579028,23,1
tt0580290,18,1
tt0580290,3,2
tt0580290,4,3
tt0581555,17,1
tt0582813,4,1
tt0582813,15,2
tt0582813,9,3
tt0584069,7,1
tt0584069,9,2
tt0585326,8,1
tt0585326,26,2
tt0586593,15,1
tt0586593,9,2
tt0586593,5,3
tt0587850,11,1
tt0587850,20,2
tt0587850,22,3
tt0589107,8,1
tt0589107,26,2
tt0590357,4,1
tt0591617,19,1
tt0591617,26,2
tt0592881,4,1
tt0594141,16,1
tt0596735,4,1
tt0596735,26,2
tt0597999,15,1
tt0597999,9,2
tt0597999,20,3
tt0599258,26,1
tt0601775,15,1
tt0601775,9,2
tt0601775,20,3
tt0603042,4,1
tt0603042,17,2
tt0603042,13,3
tt0604291,7,1
tt0604291,15,2
tt0604291,9,3
tt0605542,9,1
tt0606793,4,1
tt0606793,26,2
tt0608040,4,1
tt0609297,4,1
tt0609297,17,2
tt0610565,15,1
tt0610565,9,2
tt0610565,20,3
tt0611829,18,1
tt0611829,4,2
tt0611829,17,3
tt0613082,4,1
tt0614337,4,1
tt0615607,4,1
tt0615607,13,2
tt0615607,26,3
tt0616869,15,1
tt0616869,9,2
tt0616869,20,3
tt0618127,7,1
tt0618127,18,2
tt0618127,3,3
tt0619388,4,1
tt0619388,17,2
tt0620640,1,1
tt0622002,4,1
tt0623261,7,1
tt0623261,15,2
tt0623261,9,3
tt0624515,7,1
tt0625771,13,1
tt0625771,26,2
tt0627031,4,1
tt0627031,13,2
tt0627031,26,3
tt0628282,4,1
tt0628282,13,2
tt0628282,26,3
tt0629533,15,1
tt0629533,9,2
tt0629533,20,3
tt0632054,12,1
tt0632054,1,2
tt0633326,4,1
tt0633326,17,2
tt0633326,25,3
tt0634599,26,1
tt0635852,26,1
tt0637107,4,1
tt0637107,5,2
tt0638359,4,1
tt0638359,9,2
tt0638359,14,3
tt0639612,7,1
tt0639612,16,2
tt0640863,4,1
tt0640863,26,2
tt0642115,9,1
tt0643369,8,1
tt0643369,6,2
tt0644636,4,1
tt0645894,4,1
tt0647149,4,1
tt0648414,9,1
tt0649669,17,1
tt0649669,10,2
tt0649669,13,3
tt0650933,9,1
tt0652191,4,1
tt0653447,15,1
tt0653447,9,2
tt0653447,20,3
tt0655972,4,1
tt0655972,13,2
tt0657226,9,1
tt0658489,9,1
tt0658489,5,2
tt0659777,15,1
tt0659777,9,2
tt0661097,4,1
tt0662350,4,1
tt0662350,9,2
tt0662350,10,3
tt0663616,8,1
tt0663616,26,2
tt0664877,1,1
tt0666137,9,1
tt0666137,5,2
tt0667396,4,1
tt0667396,26,2
tt0668708,7,1
tt0668708,15,2
tt0668708,9,3
tt0669962,4,1
tt0669962,13,2
tt0669962,26,3
tt0671211,9,1
tt0672465,8,1
tt0672465,26,2
tt0673712,4,1
tt0674971,4,1
tt0674971,16,2
tt0676387,9,1
tt0677643,4,1
tt0678895,15,1
tt0678895,9,2
tt0680172,9,1
tt0681429,1,1
tt0682681,16,1
tt0683938,4,1
tt0683938,9,2
tt0685190,4,1
tt0685190,15,2
tt0686448,7,1
tt0686448,15,2
tt0686448,9,3
tt0687704,4,1
tt0688957,15,1
tt0688957,9,2
tt0688957,20,3
tt0690205,4,1
tt0690205,26,2
tt0691468,9,1
tt0692724,17,1
tt0693980,9,1
tt0695240,4,1
tt0695240,17,2
tt0695240,5,3
tt0696498,26,1
tt0697749,4,1
tt0699019,26,1
tt0700281,26,1
tt0701550,9,1
tt0702822,4,1
tt0702822,17,2
tt0704072,15,1
tt0704072,9,2
tt0705322,4,1
tt0706575,7,1
tt0706575,4,2
tt0706575,15,3
tt0707837,4,1
tt0709123,7,1
tt0709123,18,2
tt0709123,9,3
tt0710389,4,1
tt0710389,5,2
tt0711640,25,1
tt0711640,13,2
tt0711640,27,3
tt0712905,16,1
tt0714172,22,1
tt0715435,7,1
tt0715435,15,2
tt0715435,9,3
tt0716700,4,1
tt0717962,7,1
tt0717962,18,2
tt0719215,4,1
tt0720487,4,1
tt0720487,17,2
tt0720487,10,3
tt0721824,12,1
tt0721824,1,2
tt0723076,15,1
tt0723076,9,2
tt0723076,11,3
tt0724381,4,1
tt0724381,13,2
tt0725628,8,1
tt0725628,26,2
tt0726891,4,1
tt0726891,26,2
tt0728153,4,1
tt0728153,26,2
tt0729403,26,1
tt0730655,13,1
tt0731905,7,1
tt0731905,18,2
tt0731905,3,3
tt0733169,9,1
tt0734430,9,1
tt0734430,14,2
tt0735696,4,1
tt0736952,15,1
tt0736952,9,2
tt0738248,4,1
tt0738248,25,2
tt0739513,15,1
tt0739513,9,2
tt0739513,20,3
tt0740767,25,1
tt0742026,22,1
tt0743281,9,1
tt0743281,16,2
tt0744539,4,1
tt0745955,4,1
tt0745955,25,2
tt0745955,13,3
tt0747203,13,1
tt0748471,1,1
tt0749721,15,1
tt0749721,9,2
tt0749721,20,3
tt0750990,26,1
tt0752246,16,1
tt0753497,15,1
tt0753497,9,2
tt0754754,4,1
tt0754754,25,2
tt0754754,13,3
tt0756017,9,1
tt0757314,9,1
tt0757314,2,2
tt0758597,4,1
tt0759886,4,1
tt0761177,7,1
tt0761177,18,2
tt0761177,3,3
tt0762459,25,1
tt0762459,6,2
tt0763747,4,1
tt0765028,1,1
tt0767611,7,1
tt0767611,18,2
tt0767611,3,3
tt0768932,26,1
tt0770220,4,1
tt0771526,15,1
tt0774109,1,1
tt0775372,7,1
tt0775372,3,2
tt0775372,21,3
tt0776685,1,1
tt0777956,18,1
tt0779221,4,1
tt0779221,27,2
tt0780506,11,1
tt0781796,13,1
tt0781796,26,2
tt0783075,17,1
tt0783075,10,2
tt0784366,4,1
tt0784366,17,2
tt0785656,17,1
tt0785656,13,2
tt0786941,2,1
tt0788235,7,1
tt0788235,4,2
tt0789502,4,1
tt0790816,10,1
tt0790816,11,2
tt0792094,4,1
tt0793366,4,1
tt0794641,1,1
tt0795946,1,1
tt0797239,9,1
tt0798524,4,1
tt0798524,9,2
tt0798524,5,3
tt0799792,1,1
tt0801103,26,1
tt0802379,4,1
tt0803662,25,1
tt0803662,27,2
tt0804947,4,1
tt0806215,11,1
tt0807475,4,1
tt0807475,9,2
tt0807475,20,3
tt0808765,25,1
tt0808765,27,2
tt0810034,9,1
tt0810034,2,2
tt0811314,18,1
tt0811314,9,2
tt0811314,17,3
tt0812572,9,1
tt0812572,5,2
tt0813862,4,1
tt0813862,17,2
tt0815166,9,1
tt0815166,2,2
tt0816487,2,1
tt0817768,15,1
tt0819046,7,1
tt0819046,18,2
tt0819046,3,3
tt0820306,4,1
tt0821589,9,1
tt0822867,1,1
tt0824141,4,1
tt0825447,4,1
tt0825447,17,2
tt0826733,9,1
tt0826733,2,2
tt0828071,4,1
tt0828071,2,2
tt0829381,4,1
tt0830666,4,1
tt0830666,2,2
tt0831978,18,1
tt0831978,3,2
tt0831978,4,3
tt0833261,7,1
tt0833261,18,2
tt0833261,3,3
tt0835839,17,1
tt0837126,1,1
tt0838446,12,1
tt0838446,1,2
tt0838446,19,3
tt0839719,28,1
tt0841080,1,1
tt0842348,15,1
tt0842348,9,2
tt0842348,20,3
tt0843615,1,1
tt0843615,2,2
tt0844898,28,1
tt0846170,7,1
tt0846170,18,2
tt0846170,3,3
tt0847459,4,1
tt0847459,5,2
tt0848746,15,1
tt0848746,9,2
tt0850013,7,1
tt0850013,3,2
tt0850013,9,3
tt0851285,1,1
tt0852567,28,1
tt0853839,18,1
tt0853839,4,2
tt0853839,17,3
tt0855127,4,1
tt0855127,9,2
tt0855127,17,3
tt0856396,7,1
tt0856396,18,2
tt0856396,3,3
tt0857693,9,1
tt0857693,10,2
tt0857693,11,3
tt0858981,4,1
tt0860289,9,1
tt0860289,20,2
tt0860289,22,3
tt0861619,7,1
tt0861619,3,2
tt0861619,4,3
tt0862891,9,1
tt0862891,2,2
tt0864165,4,1
tt0865433,28,1
tt0866707,18,1
tt0866707,3,2
tt0866707,9,3
tt0867986,9,1
tt0867986,10,2
tt0867986,11,3
tt0869295,4,1
tt0869295,9,2
tt0870575,26,1
tt0871886,9,1
tt0871886,5,2
tt0873169,1,1
tt0873169,19,2
tt0874462,26,1
tt0875747,4,1
tt0875747,17,2
tt0877034,9,1
tt0877034,5,2
tt0878317,25,1
tt0878317,2,2
tt0879596,7,1
tt0879596,15,2
tt0879596,9,3
tt0880908,9,1
tt0882188,26,1
tt0883498,15,1
tt0883498,9,2
tt0884790,4,1
tt0884790,2,2
tt0886081,26,1
tt0887353,25,1
tt0887353,2,2
tt0888631,3,1
tt0888631,4,2
tt0888631,17,3
tt0889902,4,1
tt0889902,15,2
tt0891210,8,1
tt0891210,26,2
tt0892495,9,1
tt0892495,5,2
tt0893812,4,1
tt0893812,9,2
tt0893812,20,3
tt0895102,9,1
tt0895102,5,2
tt0897743,4,1
tt0897743,9,2
tt0897743,13,3
tt0900289,9,1
tt0901614,4,1
tt0902922,9,1
tt0905520,26,1
tt0906825,9,1
tt0906825,5,2
tt0908117,1,1
tt0908117,13,2
tt0909408,9,1
tt0909408,21,2
tt0910690,7,1
tt0910690,18,2
tt0910690,3,3
tt0912014,26,1
tt0913286,4,1
tt0913286,26,2
tt0914591,9,1
tt0914591,5,2
tt0915951,3,1
tt0915951,4,2
tt0915951,17,3
tt0917224,5,1
tt0919857,22,1
tt0921129,4,1
tt0921129,17,2
tt0922397,7,1
tt0924941,25,1
tt0924941,5,2
tt0926209,4,1
tt0926209,9,2
tt0927481,4,1
tt0927481,9,2
tt0927481,10,3
tt0928761,26,1
tt0930037,1,1
tt0931310,9,1
tt0932583,15,1
tt0932583,9,2
tt0935142,15,1
tt0935142,9,2
tt0937708,25,1
tt0938983,27,1
tt0940279,1,1
tt0941545,9,1
tt0941545,17,2
tt0942846,1,1
tt0944122,28,1
tt0945419,9,1
tt0945419,5,2
tt0946740,1,1
tt0948021,4,1
tt0949304,7,1
tt0949304,6,2
tt0950594,9,1
tt0950594,2,2
tt0951881,7,1
tt0951881,15,2
tt0951881,9,3
tt0953172,9,1
tt0954451,1,1
tt0954451,19,2
tt0955746,6,1
tt0955746,26,2
tt0957043,9,1
tt0957043,19,2
tt0957043,13,3
tt0958332,25,1
tt0959625,1,1
tt0960909,15,1
tt0962184,17,1
tt0963482,3,1
tt0963482,17,2
tt0964768,9,1
tt0964768,5,2
tt0966069,4,1
tt0967338,15,1
tt0968647,4,1
tt0968647,13,2
tt0968647,26,3
tt0969937,9,1
tt0971230,9,1
tt0971230,17,2
tt0973807,2,1
tt0975152,25,1
tt0976458,4,1
tt0979025,9,1
tt0979025,5,2
tt0980315,4,1
tt0980315,9,2
tt0980315,5,3
tt0981586,18,1
tt0982863,1,1
tt0984163,9,1
tt0984163,2,2
tt0985448,3,1
tt0985448,4,2
tt0985448,13,3
tt0986728,13,1
tt0987984,4,1
tt0989276,1,1
tt0990559,8,1
tt0990559,26,2
tt0991848,1,1
tt0993128,4,1
tt0994422,9,1
tt0995695,1,1
tt0995695,27,2
tt0995695,26,3
tt0996964,4,1
tt0998243,26,1
tt0999520,4,1
tt0999520,13,2
tt0999520,26,3
tt10002178,10,1
tt1000432,18,1
tt1000432,9,2
tt1000432,17,3
tt10006576,9,1
tt10006576,5,2
tt10008752,3,1
tt10008752,17,2
tt1001096,1,1
tt10013146,4,1
tt10013146,9,2
tt10013146,10,3
tt10015314,4,1
tt1001750,25,1
tt10019638,9,1
tt10021780,9,1
tt10021780,23,2
tt10023912,9,1
tt10026078,28,1
tt10028244,27,1
tt10028244,26,2
tt10030440,4,1
tt10034738,9,1
tt10034738,2,2
tt1003688,27,1
tt10039042,3,1
tt10041204,7,1
tt10041204,9,2
tt10041204,22,3
tt1004345,7,1
tt1004345,18,2
tt1004345,3,3
tt10045652,1,1
tt10050090,5,1
tt10052274,9,1
tt10054440,8,1
tt10056652,4,1
tt10056652,9,2
tt10056652,17,3
tt10058810,4,1
tt10058810,8,2
tt10058810,26,3
tt10060970,4,1
tt10060970,17,2
tt10063166,9,1
tt10065406,17,1
tt1006759,9,1
tt1006759,5,2
tt10069768,17,1
tt1007196,9,1
tt1007196,5,2
tt10074164,7,1
tt10074164,4,2
tt10074164,15,3
tt10078494,20,1
tt10078494,2,2
tt1008282,9,1
tt1008282,17,2
tt1008282,10,3
tt10085004,4,1
tt10087194,27,1
tt10089354,9,1
tt10089354,5,2
tt10091556,8,1
tt10091556,26,2
tt10093736,22,1
tt10095912,26,1
tt10098104,4,1
tt10098104,13,2
tt10098104,8,3
tt1010027,4,1
tt1010027,9,2
tt1010027,17,3
tt10102518,1,1
tt10102518,2,2
tt10104710,4,1
tt10106894,1,1
tt10109058,9,1
tt10109058,5,2
tt10111204,4,1
tt10113418,4,1
tt10113418,9,2
tt10113418,5,3
tt10115586,4,1
tt10117792,1,1
tt1011993,27,1
tt10122128,17,1
tt10122128,25,2
tt10122128,2,3
tt10124282,9,1
tt10126466,9,1
tt1012866,9,1
tt1012866,17,2
tt1012866,27,3
tt10130878,4,1
tt10133106,25,1
tt10137548,7,1
tt10137548,15,2
tt10137548,9,3
tt10139694,4,1
tt10141930,9,1
tt1014407,9,1
tt10146204,9,1
tt10148400,4,1
tt10148400,17,2
tt10148400,25,3
tt10150546,23,1
tt10150546,2,2
tt1015274,18,1
tt10154890,4,1
tt10154890,11,2
tt10157070,4,1
tt1015923,18,1
tt10161422,7,1
tt10161422,15,2
tt10163636,9,1
tt10167970,26,1
tt10170128,9,1
tt10170128,17,2
tt10172296,9,1
tt10174612,9,1
tt10176786,9,1
tt10176786,5,2
tt1017900,9,1
tt10181146,9,1
tt10185550,4,1
tt10187704,3,1
tt1018988,7,1
tt1018988,18,2
tt1018988,3,3
tt10192022,9,1
tt10194194,26,1
tt10196362,7,1
tt10196362,18,2
tt10196362,3,3
tt10198552,1,1
tt1020073,1,1
tt1020073,2,2
tt10202942,17,1
tt10205128,9,1
tt10207270,9,1
tt1020946,4,1
tt10211612,25,1
tt10213800,9,1
tt10215968,26,1
tt10218118,8,1
tt10218118,6,2
tt1022029,19,1
tt10222418,11,1
tt10222418,2,2
tt10224704,8,1
tt10224704,26,2
tt10226880,9,1
tt10229078,28,1
tt10231300,7,1
tt10231300,18,2
tt10231300,3,3
tt10233440,7,1
tt1023569,9,1
tt10237870,5,1
tt10240022,13,1
tt10240022,2,2
tt1024439,9,1
tt1024439,5,2
